;FA;FA StdDev;MD;MD StdDev;RD;RD StdDev;AD;AD StdDev
0;0.64777107353488;0.24344426487296594;0.0009059779783372697;0.0004321420285491114;0.000531935565735351;0.00048024981620622747;0.0016540628035411078;0.00046614492283801715
1;0.645727140927159;0.23732778831051365;0.0010671686650932763;0.0005507112232237736;0.0006543956721397774;0.0006145299747346971;0.0018927146510002743;0.0005180992882072937
2;0.6112995686615629;0.25447928689192156;0.0009016286693398999;0.00039989019539948324;0.0005617572156032685;0.00046785922366007646;0.0015813715768131628;0.0004035793968578583
3;0.6445620341157674;0.24313686526473297;0.000940002578109405;0.0003753980353730099;0.0005620711441925058;0.00045431056422926886;0.0016958654459432035;0.00034481180722607796
4;0.6021844197432688;0.2103598542965695;0.001008138326875402;0.0003570012694579737;0.0006335566416584298;0.0004189584514771807;0.001757301697309347;0.000370540037128643
