;FA;MD;RD;AD
000002;[0.931275, 0.71055144, 0.71055144, 0.71055144, 0.60714245, 0.60714245, 0.60714245, 0.48349518, 0.48349518, 0.71987087, 0.71987087, 0.88487154, 0.88487154, 0.88487154, 0.84790677, 0.84790677, 0.92797065, 0.92797065, 0.92797065, 0.84410423, 0.84410423, 0.84410423, 0.8860456, 0.8860456, 0.8860456, 0.7362659, 0.7362659, 0.7362659, 0.7362659, 0.7362659, 0.78454196, 0.78454196, 0.6312547, 0.65385884, 0.65385884, 0.8644521, 0.8644521, 0.8644521, 0.7394153, 0.7394153, 0.70085853, 0.70085853, 0.7410766, 0.7410766, 0.80638903, 0.69214994, 0.69214994, 0.70643896, 0.70643896, 0.71591836, 0.71591836, 0.75691336, 0.75691336, 0.75691336, 0.773064, 0.773064, 0.7280066, 0.7280066, 0.7280066, 0.6427233, 0.6427233, 0.62804353, 0.62804353, 0.48020956, 0.77735656, 0.90663993, 0.51750916, 0.66783905, 0.66783905, 0.66783905, 0.80465096, 0.80465096, 0.93566775, 0.93566775, 0.9336785, 0.9336785, 0.847946, 0.847946, 0.81078684, 0.70801455, 0.776133, 0.776133, 0.776133, 0.9436151, 0.9436151, 1.0, 1.0, 0.9517075, 0.9517075, 0.7381714, 0.7381714, 0.62652576, 0.62652576, 0.64567554, 0.64567554, 0.7781417, 0.7781417, 0.76302755, 0.8342886, 0.8342886, 0.9414737, 0.9414737, 0.85177547, 0.85177547, 0.7349488, 0.7151451, 0.71182644, 0.65886885, 0.683299, 0.683299, 0.7446577, 0.7446577, 0.7446577, 0.780791, 0.780791, 0.7613118, 0.7613118, 0.7967997, 0.80175805, 0.8360542, 0.7601131, 0.70447326, 0.79481393, 0.79481393, 0.76456225, 0.76456225, 0.77416974, 0.77416974, 0.7969062, 0.7969062, 0.76609546, 0.76609546, 0.76609546, 0.77639157, 0.77639157, 0.78302664, 0.78302664, 0.7737609, 0.7737609, 0.8252987, 0.8252987, 0.848481, 0.848481, 0.848481, 0.8447055, 0.7985883, 0.7739815, 0.7739815, 0.7407156, 0.7407156, 0.76248056, 0.76248056, 0.77664936, 0.77664936, 0.77664936, 0.7803173, 0.84593314, 0.8178531, 0.8178531, 0.8178531, 0.8130384, 0.8130384, 0.78678685, 0.78678685, 0.7943096, 0.7943096, 0.92744046, 0.92744046, 0.92744046, 0.85711974, 0.85711974, 0.72013944, 0.72013944, 0.86695445, 0.86883605, 0.88562447, 0.88562447, 0.88562447, 0.8846182, 0.8846182, 0.8903644, 0.8903644, 0.88797987, 0.8452497, 0.8452497, 0.9030344, 0.9030344, 0.9030344, 0.8452497, 0.8452497, 0.9030344, 0.9030344, 0.9030344, 0.8778065, 0.8778065, 0.93312687, 0.93312687, 0.93312687, 0.93312687, 0.93312687];[0.00030984601, 0.00046070563, 0.00046070563, 0.00046070563, 0.00068447326, 0.00068447326, 0.00068447326, 0.0006393273, 0.0006393273, 0.00087852916, 0.00087852916, 0.00058124866, 0.00058124866, 0.00058124866, 0.00070186675, 0.00070186675, 0.000589685, 0.000589685, 0.000589685, 0.0007457298, 0.0007457298, 0.0007457298, 0.00071811094, 0.00071811094, 0.00071811094, 0.00078492815, 0.00078492815, 0.00078492815, 0.00078492815, 0.00078492815, 0.0008156686, 0.0008156686, 0.0008196369, 0.00096669374, 0.00096669374, 0.0008308279, 0.0008308279, 0.0008308279, 0.0008516537, 0.0008516537, 0.00069890876, 0.00069890876, 0.0005693187, 0.0005693187, 0.00064409344, 0.0008325852, 0.0008325852, 0.0008732704, 0.0008732704, 0.0007539934, 0.0007539934, 0.0006579163, 0.0006579163, 0.0006579163, 0.0006528759, 0.0006528759, 0.0006589983, 0.0006589983, 0.0006589983, 0.000660466, 0.000660466, 0.0006083326, 0.0006083326, 0.00073077204, 0.0005261689, 0.00048562998, 0.000856776, 0.0008879709, 0.0008879709, 0.0008879709, 0.00071635767, 0.00071635767, 0.00045840535, 0.00045840535, 0.0005053167, 0.0005053167, 0.00065637426, 0.00065637426, 0.000739113, 0.00084378215, 0.0007151202, 0.0007151202, 0.0007151202, 0.0004774778, 0.0004774778, 0.00037903094, 0.00037903094, 0.00044744264, 0.00044744264, 0.00069401064, 0.00069401064, 0.00084419566, 0.00084419566, 0.0008457841, 0.0008457841, 0.00075766345, 0.00075766345, 0.00089305756, 0.0007865333, 0.0007865333, 0.0005741232, 0.0005741232, 0.0006410468, 0.0006410468, 0.0007377234, 0.0007055225, 0.000784246, 0.00076483446, 0.00072531356, 0.00072531356, 0.00065418036, 0.00065418036, 0.00065418036, 0.0006149363, 0.0006149363, 0.0007389173, 0.0007389173, 0.0007563027, 0.0007959996, 0.0008130395, 0.0008030928, 0.0008122073, 0.0008279492, 0.0008279492, 0.0008664881, 0.0008664881, 0.00083760096, 0.00083760096, 0.0007764143, 0.0007764143, 0.0007860569, 0.0007860569, 0.0007860569, 0.0007237815, 0.0007237815, 0.0007561959, 0.0007561959, 0.0008067798, 0.0008067798, 0.0008373866, 0.0008373866, 0.00083699776, 0.00083699776, 0.00083699776, 0.0006163014, 0.0008850705, 0.00074047066, 0.00074047066, 0.0009027284, 0.0009027284, 0.0009027101, 0.0009027101, 0.00079267286, 0.00079267286, 0.00079267286, 0.00066799874, 0.00080281636, 0.00078664767, 0.00078664767, 0.00078664767, 0.0007993449, 0.0007993449, 0.00084436504, 0.00084436504, 0.00082935445, 0.00082935445, 0.00069577474, 0.00069577474, 0.00069577474, 0.0007789324, 0.0007789324, 0.0008664156, 0.0008664156, 0.0007771491, 0.0007458122, 0.00081574614, 0.00081574614, 0.00081574614, 0.00067450525, 0.00067450525, 0.00072882674, 0.00072882674, 0.0007278754, 0.0007521791, 0.0007521791, 0.0007101959, 0.0007101959, 0.0007101959, 0.0007521791, 0.0007521791, 0.0007101959, 0.0007101959, 0.0007101959, 0.0007502677, 0.0007502677, 0.000610096, 0.000610096, 0.000610096, 0.000610096, 0.000610096];[5.53355e-05, 0.0002414214, 0.0002414214, 0.0002414214, 0.00041272145, 0.00041272145, 0.00041272145, 0.00045608077, 0.00045608077, 0.00044310675, 0.00044310675, 0.00015693522, 0.00015693522, 0.00015693522, 0.00022954255, 0.00022954255, 0.00010617374, 0.00010617374, 0.00010617374, 0.0002449912, 0.0002449912, 0.0002449912, 0.00019231263, 0.00019231263, 0.00019231263, 0.00037425358, 0.00037425358, 0.00037425358, 0.00037425358, 0.00037425358, 0.00033740894, 0.00033740894, 0.0004808833, 0.0005391432, 0.0005391432, 0.00025695036, 0.00025695036, 0.00025695036, 0.0003972496, 0.0003972496, 0.00035471073, 0.00035471073, 0.0002652297, 0.0002652297, 0.0002716435, 0.00046578774, 0.00046578774, 0.00045242527, 0.00045242527, 0.00037711152, 0.00037711152, 0.00032607614, 0.00032607614, 0.00032607614, 0.00028525986, 0.00028525986, 0.00031527368, 0.00031527368, 0.00031527368, 0.0003868913, 0.0003868913, 0.00037003274, 0.00037003274, 0.00051977066, 0.0002273664, 0.00011322128, 0.0005812233, 0.0004805837, 0.0004805837, 0.0004805837, 0.0002772782, 0.0002772782, 7.722506e-05, 7.722506e-05, 8.67803e-05, 8.67803e-05, 0.00021138263, 0.00021138263, 0.0002812265, 0.00043137601, 0.00030385377, 0.00030385377, 0.00030385377, 7.152203e-05, 7.152203e-05, 0.0, 0.0, 5.828778e-05, 5.828778e-05, 0.0003236876, 0.0003236876, 0.00050885545, 0.00050885545, 0.000492099, 0.000492099, 0.00032371478, 0.00032371478, 0.00039567408, 0.0002783375, 0.0002783375, 8.620617e-05, 8.620617e-05, 0.0002074146, 0.0002074146, 0.0003641077, 0.0003580242, 0.00040456, 0.00042254367, 0.00039781228, 0.00039781228, 0.0003303858, 0.0003303858, 0.0003303858, 0.00026906686, 0.00026906686, 0.00032590708, 0.00032590708, 0.0002987475, 0.00030969206, 0.00028313755, 0.00035403678, 0.0004150559, 0.00033569644, 0.00033569644, 0.00038101448, 0.00038101448, 0.00035670472, 0.00035670472, 0.0003273838, 0.0003273838, 0.00036431671, 0.00036431671, 0.00036431671, 0.0003199519, 0.0003199519, 0.0003196741, 0.0003196741, 0.00034186352, 0.00034186352, 0.0002991785, 0.0002991785, 0.00027218313, 0.00027218313, 0.00027218313, 0.00020558285, 0.00034879067, 0.00031509658, 0.00031509658, 0.0004197308, 0.0004197308, 0.0004059926, 0.0004059926, 0.00035070282, 0.00035070282, 0.00035070282, 0.000294721, 0.00028643975, 0.00029066455, 0.00029066455, 0.00029066455, 0.00029823376, 0.00029823376, 0.00034648177, 0.00034648177, 0.00033377408, 0.00033377408, 0.00012895197, 0.00012895197, 0.00012895197, 0.00024078978, 0.00024078978, 0.000422665, 0.000422665, 0.00022681522, 0.00021739394, 0.00021292275, 0.00021292275, 0.00021292275, 0.00018057629, 0.00018057629, 0.00018679185, 0.00018679185, 0.00018740215, 0.0002472566, 0.0002472566, 0.0001656328, 0.0001656328, 0.0001656328, 0.0002472566, 0.0002472566, 0.0001656328, 0.0001656328, 0.0001656328, 0.00020793939, 0.00020793939, 0.000106362764, 0.000106362764, 0.000106362764, 0.000106362764, 0.000106362764];[0.00081886706, 0.00089927414, 0.00089927414, 0.00089927414, 0.0012279769, 0.0012279769, 0.0012279769, 0.0010058202, 0.0010058202, 0.001749374, 0.001749374, 0.0014298756, 0.0014298756, 0.0014298756, 0.0016465151, 0.0016465151, 0.0015567074, 0.0015567074, 0.0015567074, 0.0017472069, 0.0017472069, 0.0017472069, 0.0017697074, 0.0017697074, 0.0017697074, 0.0016062772, 0.0016062772, 0.0016062772, 0.0016062772, 0.0016062772, 0.0017721879, 0.0017721879, 0.0014971441, 0.0018217947, 0.0018217947, 0.001978583, 0.001978583, 0.001978583, 0.0017604618, 0.0017604618, 0.0013873047, 0.0013873047, 0.0011774967, 0.0011774967, 0.0013889932, 0.0015661801, 0.0015661801, 0.0017149604, 0.0017149604, 0.0015077572, 0.0015077572, 0.0013215967, 0.0013215967, 0.0013215967, 0.0013881081, 0.0013881081, 0.0013464476, 0.0013464476, 0.0013464476, 0.0012076154, 0.0012076154, 0.0010849324, 0.0010849324, 0.0011527748, 0.001123774, 0.0012304473, 0.0014078815, 0.0017027452, 0.0017027452, 0.0017027452, 0.0015945164, 0.0015945164, 0.001220766, 0.001220766, 0.0013423895, 0.0013423895, 0.0015463574, 0.0015463574, 0.0016548863, 0.0016685945, 0.0015376529, 0.0015376529, 0.0015376529, 0.0012893893, 0.0012893893, 0.0011370928, 0.0011370928, 0.0012257524, 0.0012257524, 0.0014346568, 0.0014346568, 0.001514876, 0.001514876, 0.0015531542, 0.0015531542, 0.0016255608, 0.0016255608, 0.0018878245, 0.0018029249, 0.0018029249, 0.0015499572, 0.0015499572, 0.0015083111, 0.0015083111, 0.0014849547, 0.0014005189, 0.0015436179, 0.001449416, 0.0013803162, 0.0013803162, 0.0013017696, 0.0013017696, 0.0013017696, 0.0013066753, 0.0013066753, 0.0015649376, 0.0015649376, 0.001671413, 0.0017686149, 0.0018728434, 0.0017012049, 0.0016065101, 0.0018124545, 0.0018124545, 0.0018374354, 0.0018374354, 0.0017993934, 0.0017993934, 0.0016744754, 0.0016744754, 0.0016295371, 0.0016295371, 0.0016295371, 0.0015314405, 0.0015314405, 0.0016292396, 0.0016292396, 0.0017366123, 0.0017366123, 0.0019138027, 0.0019138027, 0.001966627, 0.001966627, 0.001966627, 0.0014377384, 0.00195763, 0.001591219, 0.001591219, 0.0018687237, 0.0018687237, 0.001896145, 0.001896145, 0.0016766131, 0.0016766131, 0.0016766131, 0.0014145541, 0.0018355696, 0.0017786139, 0.0017786139, 0.0017786139, 0.0018015673, 0.0018015673, 0.0018401317, 0.0018401317, 0.0018205151, 0.0018205151, 0.0018294202, 0.0018294202, 0.0018294202, 0.0018552177, 0.0018552177, 0.0017539168, 0.0017539168, 0.0018778167, 0.0018026489, 0.0020213928, 0.0020213928, 0.0020213928, 0.0016623632, 0.0016623632, 0.0018128967, 0.0018128967, 0.0018088219, 0.001762024, 0.001762024, 0.0017993222, 0.0017993222, 0.0017993222, 0.001762024, 0.001762024, 0.0017993222, 0.0017993222, 0.0017993222, 0.0018349246, 0.0018349246, 0.0016175624, 0.0016175624, 0.0016175624, 0.0016175624, 0.0016175624]
000025;[0.60140395, 0.6332801, 0.6332801, 0.6332801, 0.6924707, 0.6924707, 0.90932137, 0.90932137, 0.68160784, 0.6889301, 0.57400984, 0.57400984, 0.57400984, 0.5866488, 0.5866488, 0.5866488, 0.5866488, 0.5866488, 0.5866488, 0.5866488, 0.78295845, 0.78295845, 0.78295845, 0.78295845, 0.78295845, 0.78295845, 0.8509059, 0.8509059, 0.8509059, 0.78295845, 0.85458887, 0.8397546, 0.8397546, 0.8044663, 0.8044663, 0.85819834, 0.7335272, 0.5881377, 0.8296574, 0.8296574, 0.68496555, 0.68496555, 0.7145875, 0.7145875, 0.7122414, 0.7122414, 0.76068825, 0.76068825, 0.77029574, 0.77029574, 0.73452324, 0.73452324, 0.7443901, 0.7443901, 0.80328846, 0.80328846, 0.7592735, 0.7592735, 0.66310585, 0.66310585, 0.5517244, 0.5517244, 0.5019772, 0.5019772, 0.674819, 0.55467176, 0.558565, 0.8022605, 0.8314551, 0.8314551, 0.74911934, 0.74911934, 0.6422003, 0.6422003, 0.50617504, 0.50617504, 0.47148338, 0.47148338, 0.447007, 0.447007, 0.37289402, 0.86687624, 0.8080991, 0.73456895, 0.73456895, 0.7226113, 0.7226113, 0.6216866, 0.7350578, 0.7350578, 0.806365, 0.806365, 0.86945677, 0.8575222, 0.8575222, 0.8671589, 0.8671589, 0.92048913, 0.92048913, 0.8786402, 0.8786402, 0.7421543, 0.7421543, 0.6455801, 0.5015123, 0.51349646, 0.65228236, 0.67293626, 0.5850542, 0.64838016, 0.6281299, 0.65369976, 0.6867016, 0.6867016, 0.6633983, 0.6633983, 0.83597594, 0.83597594, 0.5685017, 0.5685017, 0.8317556, 0.8317556, 0.86581737, 0.4774768, 0.36586654, 0.85081446, 0.76436824, 0.76436824, 0.4271412, 0.4271412, 0.6462642, 0.6462642, 0.6123148, 0.6123148, 0.8132171, 0.74334985, 0.81724715, 0.65974855, 0.8243951, 0.8243951, 0.8702639, 0.8702639, 0.8677528, 0.8677528, 0.7886498, 0.7886498, 0.71165586, 0.71165586, 0.50827676, 0.50827676, 0.67188686, 0.7138926, 0.64610595, 0.64610595, 0.6370183, 0.6370183, 0.6543165, 0.6543165, 0.63676035, 0.63676035, 0.7044896, 0.62239194, 0.73792666, 0.73792666, 0.6438782, 0.6438782, 0.59156185, 0.74611497, 0.76218784, 0.76218784, 0.76218784, 0.48568317, 0.48568317, 0.48002678, 0.48002678, 0.6370476, 0.6370476, 0.79774636, 0.79774636, 0.79774636, 0.82962626, 0.5605615, 0.6299292, 0.6299292, 0.6299292, 0.5919973, 0.5919973, 0.5919973, 0.68906236, 0.68906236, 0.68906236, 0.5733738, 0.5733738, 0.69203025, 0.69203025, 0.69203025, 0.69203025, 0.69203025, 0.69203025, 0.69203025];[0.000904579, 0.0006853472, 0.0006853472, 0.0006853472, 0.0008564591, 0.0008564591, 0.0005551489, 0.0005551489, 0.0009036253, 0.0006758868, 0.0009221367, 0.0009221367, 0.0009221367, 0.00093914435, 0.00093914435, 0.00093914435, 0.00093914435, 0.00093914435, 0.00093914435, 0.00093914435, 0.0008060268, 0.0008060268, 0.0008060268, 0.0008060268, 0.0008060268, 0.0008060268, 0.0007628615, 0.0007628615, 0.0007628615, 0.0008060268, 0.00079430843, 0.0007714415, 0.0007714415, 0.00080454577, 0.00080454577, 0.001032666, 0.0008393194, 0.0009377238, 0.0009933745, 0.0009933745, 0.00086080283, 0.00086080283, 0.0007952661, 0.0007952661, 0.00081610907, 0.00081610907, 0.0008411627, 0.0008411627, 0.0008440344, 0.0008440344, 0.00075303455, 0.00075303455, 0.0006901161, 0.0006901161, 0.0007970077, 0.0007970077, 0.00083089486, 0.00083089486, 0.00078995066, 0.00078995066, 0.00077898364, 0.00077898364, 0.00078677974, 0.00078677974, 0.0008288414, 0.00081849913, 0.0009002143, 0.0006841142, 0.00060826534, 0.00060826534, 0.0006681131, 0.0006681131, 0.0007183953, 0.0007183953, 0.00075973483, 0.00075973483, 0.00077372487, 0.00077372487, 0.0007357393, 0.0007357393, 0.000691565, 0.00066462933, 0.0006626624, 0.00064305373, 0.00064305373, 0.00068827876, 0.00068827876, 0.0012137512, 0.0009727048, 0.0009727048, 0.00071036204, 0.00071036204, 0.00055313326, 0.00058252196, 0.00058252196, 0.0006426885, 0.0006426885, 0.00061678566, 0.00061678566, 0.000539737, 0.000539737, 0.0005504117, 0.0005504117, 0.0006364898, 0.0014033745, 0.0012292805, 0.0007360854, 0.0008137385, 0.0010427532, 0.0008247054, 0.0007532174, 0.0008936021, 0.0006689883, 0.0006689883, 0.001008843, 0.001008843, 0.0006198631, 0.0006198631, 0.0010471983, 0.0010471983, 0.0005588376, 0.0005588376, 0.0006058043, 0.0010708711, 0.001272388, 0.00073333643, 0.00076051225, 0.00076051225, 0.00093902234, 0.00093902234, 0.00073105306, 0.00073105306, 0.00090753654, 0.00090753654, 0.0006615869, 0.0008637078, 0.0007896724, 0.00080778525, 0.00070056174, 0.00070056174, 0.0006209223, 0.0006209223, 0.00061786023, 0.00061786023, 0.0007484217, 0.0007484217, 0.00091567467, 0.00091567467, 0.0009597416, 0.0009597416, 0.0008136386, 0.00096866075, 0.0009724779, 0.0009724779, 0.0010247632, 0.0010247632, 0.001109112, 0.001109112, 0.0010893063, 0.0010893063, 0.0009304595, 0.0009884137, 0.0009425355, 0.0009425355, 0.0009049427, 0.0009049427, 0.00075245975, 0.00081811164, 0.0007627012, 0.0007627012, 0.0007627012, 0.00092074135, 0.00092074135, 0.0010558832, 0.0010558832, 0.0010385612, 0.0010385612, 0.0009981061, 0.0009981061, 0.0009981061, 0.0009207309, 0.0010298481, 0.00084064744, 0.00084064744, 0.00084064744, 0.0009207037, 0.0009207037, 0.0009207037, 0.0010073745, 0.0010073745, 0.0010073745, 0.0011278667, 0.0011278667, 0.00096802827, 0.00096802827, 0.00096802827, 0.00096802827, 0.00096802827, 0.00096802827, 0.00096802827];[0.000567212, 0.00040279326, 0.00040279326, 0.00040279326, 0.00044255506, 0.00044255506, 0.00012498046, 0.00012498046, 0.00048333965, 0.00035346672, 0.0005778762, 0.0005778762, 0.0005778762, 0.0005912627, 0.0005912627, 0.0005912627, 0.0005912627, 0.0005912627, 0.0005912627, 0.0005912627, 0.00033371715, 0.00033371715, 0.00033371715, 0.00033371715, 0.00033371715, 0.00033371715, 0.00024354458, 0.00024354458, 0.00024354458, 0.00033371715, 0.0002577994, 0.00025877866, 0.00025877866, 0.0003242862, 0.0003242862, 0.00032456382, 0.00041438613, 0.0005936257, 0.0003513953, 0.0003513953, 0.0004527857, 0.0004527857, 0.00040726355, 0.00040726355, 0.00041290885, 0.00041290885, 0.00037243692, 0.00037243692, 0.00036164004, 0.00036164004, 0.00035440386, 0.00035440386, 0.0003307928, 0.0003307928, 0.00031420568, 0.00031420568, 0.00036732203, 0.00036732203, 0.00043166187, 0.00043166187, 0.00050190254, 0.00050190254, 0.0005372486, 0.0005372486, 0.00044251475, 0.00052486814, 0.0005794374, 0.0002653529, 0.0002140161, 0.0002140161, 0.00032082916, 0.00032082916, 0.00041534408, 0.00041534408, 0.0005170659, 0.0005170659, 0.00055154087, 0.00055154087, 0.0005429717, 0.0005429717, 0.0005648576, 0.00019657792, 0.00025518076, 0.00030658478, 0.00030658478, 0.00033428258, 0.00033428258, 0.0007284856, 0.00048335918, 0.00048335918, 0.0002800955, 0.0002800955, 0.00015962531, 0.00017988651, 0.00017988651, 0.0001908059, 0.0001908059, 0.0001227089, 0.0001227089, 0.00015343103, 0.00015343103, 0.00026492157, 0.00026492157, 0.0003653932, 0.00096518407, 0.0008348379, 0.00040995592, 0.00043949706, 0.000684188, 0.00046382818, 0.00043518626, 0.0004950471, 0.000348719, 0.000348719, 0.0005495097, 0.0005495097, 0.00023328017, 0.00023328017, 0.0006709881, 0.0006709881, 0.0001947948, 0.0001947948, 0.00019106647, 0.00078812765, 0.0010795022, 0.00025459976, 0.00033362507, 0.00033362507, 0.0006919572, 0.0006919572, 0.00041889533, 0.00041889533, 0.00054877345, 0.00054877345, 0.0002507971, 0.00040252088, 0.00029581293, 0.00044751406, 0.0002517227, 0.0002517227, 0.00017893678, 0.00017893678, 0.00018010188, 0.00018010188, 0.00030330213, 0.00030330213, 0.00045803722, 0.00045803722, 0.00065929105, 0.00065929105, 0.00044006133, 0.00047942286, 0.0005606836, 0.0005606836, 0.00058403506, 0.00058403506, 0.00062200497, 0.00062200497, 0.0006349559, 0.0006349559, 0.00047643005, 0.0005825979, 0.0004523777, 0.0004523777, 0.0005171005, 0.0005171005, 0.00046051468, 0.00037536168, 0.00033621956, 0.00033621956, 0.00033621956, 0.00065313117, 0.00065313117, 0.0007474335, 0.0007474335, 0.00059225096, 0.00059225096, 0.00041977505, 0.00041977505, 0.00041977505, 0.00033948087, 0.00065974, 0.00048825715, 0.00048825715, 0.00048825715, 0.00056919665, 0.00056919665, 0.00056919665, 0.00052399235, 0.00052399235, 0.00052399235, 0.000721668, 0.000721668, 0.0005189872, 0.0005189872, 0.0005189872, 0.0005189872, 0.0005189872, 0.0005189872, 0.0005189872];[0.0015793131, 0.001250455, 0.001250455, 0.001250455, 0.0016842671, 0.0016842671, 0.0014154856, 0.0014154856, 0.0017441965, 0.0013207269, 0.0016106577, 0.0016106577, 0.0016106577, 0.0016349078, 0.0016349078, 0.0016349078, 0.0016349078, 0.0016349078, 0.0016349078, 0.0016349078, 0.0017506459, 0.0017506459, 0.0017506459, 0.0017506459, 0.0017506459, 0.0017506459, 0.0018014956, 0.0018014956, 0.0018014956, 0.0017506459, 0.0018673263, 0.0017967671, 0.0017967671, 0.0017650648, 0.0017650648, 0.0024488703, 0.0016891861, 0.00162592, 0.002277333, 0.002277333, 0.001676837, 0.001676837, 0.0015712713, 0.0015712713, 0.0016225094, 0.0016225094, 0.0017786142, 0.0017786142, 0.0018088233, 0.0018088233, 0.0015502959, 0.0015502959, 0.0014087628, 0.0014087628, 0.0017626118, 0.0017626118, 0.0017580406, 0.0017580406, 0.0015065281, 0.0015065281, 0.0013331458, 0.0013331458, 0.001285842, 0.001285842, 0.0016014946, 0.0014057609, 0.0015417679, 0.0015216368, 0.0013967638, 0.0013967638, 0.0013626809, 0.0013626809, 0.0013244976, 0.0013244976, 0.0012450726, 0.0012450726, 0.0012180929, 0.0012180929, 0.0011212745, 0.0011212745, 0.00094497955, 0.0016007323, 0.0014776258, 0.0013159915, 0.0013159915, 0.001396271, 0.001396271, 0.002184282, 0.0019513959, 0.0019513959, 0.0015708951, 0.0015708951, 0.0013401492, 0.0013877929, 0.0013877929, 0.0015464536, 0.0015464536, 0.0016049392, 0.0016049392, 0.0013123489, 0.0013123489, 0.0011213919, 0.0011213919, 0.001178683, 0.0022797552, 0.0020181653, 0.0013883444, 0.0015622213, 0.0017598836, 0.0015464597, 0.0013892796, 0.001690712, 0.0013095269, 0.0013095269, 0.0019275094, 0.0019275094, 0.0013930289, 0.0013930289, 0.0017996187, 0.0017996187, 0.0012869232, 0.0012869232, 0.0014352801, 0.0016363579, 0.0016581599, 0.0016908098, 0.0016142864, 0.0016142864, 0.0014331526, 0.0014331526, 0.0013553685, 0.0013553685, 0.0016250625, 0.0016250625, 0.0014831665, 0.0017860815, 0.0017773915, 0.0015283278, 0.0015982399, 0.0015982399, 0.0015048933, 0.0015048933, 0.0014933769, 0.0014933769, 0.0016386608, 0.0016386608, 0.0018309493, 0.0018309493, 0.0015606428, 0.0015606428, 0.0015607934, 0.0019471365, 0.0017960663, 0.0017960663, 0.0019062195, 0.0019062195, 0.002083326, 0.002083326, 0.001998007, 0.001998007, 0.0018385183, 0.0018000456, 0.0019228513, 0.0019228513, 0.001680627, 0.001680627, 0.0013363499, 0.0017036115, 0.0016156645, 0.0016156645, 0.0016156645, 0.0014559616, 0.0014559616, 0.0016727827, 0.0016727827, 0.0019311819, 0.0019311819, 0.0021547682, 0.0021547682, 0.0021547682, 0.0020832308, 0.0017700644, 0.0015454282, 0.0015454282, 0.0015454282, 0.0016237178, 0.0016237178, 0.0016237178, 0.0019741387, 0.0019741387, 0.0019741387, 0.0019402643, 0.0019402643, 0.0018661104, 0.0018661104, 0.0018661104, 0.0018661104, 0.0018661104, 0.0018661104, 0.0018661104]
