,Group,FA,FA StdDev,MD,MD StdDev,RD,RD StdDev,AD,AD StdDev
000321,C,0.7501950860023499,0.13614915311336517,0.0007564171100966632,0.00017543628928251565,0.000330726703396067,0.00018917390843853354,0.0016077979234978557,0.00032080759410746396
000329,C,0.7146720886230469,0.11240333318710327,0.0007719186833128333,0.00015898713900242,0.0003237820346839726,0.00016170009621419013,0.0016681919805705547,0.0003042199241463095
000330,C,0.7199326157569885,0.12821997702121735,0.0007785782217979431,0.00018159675528295338,0.0003684204421006143,0.00018962970352731645,0.001598893548361957,0.00029689143411815166
000332,C,0.7733810544013977,0.11751843988895416,0.0007218343671411276,0.0001340754679404199,0.00029086045105941594,0.00015317399811465293,0.0015837824903428555,0.00024324395053554326
000334,C,0.7710565328598022,0.1423153430223465,0.0007365104975178838,0.00020476301142480224,0.00031142961233854294,0.00021228576952125877,0.0015866721514612436,0.000322842737659812
000336,C,0.7229812145233154,0.12987297773361206,0.0008014733903110027,0.00016497549950145185,0.0003801501006819308,0.0001822412887122482,0.0016441198531538248,0.0002671356778591871
000338,C,0.7227734923362732,0.15186893939971924,0.0008145039319060743,0.0003493210824672133,0.0004177119117230177,0.0003108920936938375,0.0016080879140645266,0.000499724003020674
000343,C,0.7740389108657837,0.13470007479190826,0.0007673234213143587,0.00019002557382918894,0.0003156613965984434,0.00020731397671625018,0.0016706474125385284,0.00029111222829669714
000345,C,0.7408480644226074,0.12575915455818176,0.0007821045001037419,0.0001994831982301548,0.00035957247018814087,0.0001940936199389398,0.001627168501727283,0.0003308423620183021
000347,C,0.7498143315315247,0.12683460116386414,0.0007596028735861182,0.00016329862410202622,0.000329239439452067,0.00017079240933526307,0.0016203296836465597,0.0003212328301742673
000351,C,0.751088559627533,0.128307044506073,0.0007812160765752196,0.00020049631712026894,0.00035669447970576584,0.0002025024441536516,0.0016302592121064663,0.00030376427457667887
000358,C,0.7442983984947205,0.13655899465084076,0.0008068975294008851,0.0002598112332634628,0.00036917009856551886,0.00025263664429076016,0.0016823522746562958,0.0003870493674185127
000359,C,0.7403197884559631,0.1228099912405014,0.0007680269191041589,0.00021374363859649748,0.0003523838531691581,0.0001934294414240867,0.0015993128763511777,0.0003903607721440494
000360,C,0.7372118830680847,0.1327323019504547,0.0007936287438496947,0.00021295779151841998,0.00036995855043642223,0.00021799821115564555,0.0016409693052992225,0.0003212379233445972
000362,C,0.7385954856872559,0.1303829848766327,0.0008376666810363531,0.0001797890436137095,0.0003821552963927388,0.0001933869207277894,0.0017486895667389035,0.0003158277249895036
000370,C,0.7332069873809814,0.12941940128803253,0.0008495993679389358,0.00023067941947374493,0.00039716140599921346,0.00022437110601458699,0.0017544754082337022,0.00036184562486596406
000372,C,0.7285162210464478,0.14137963950634003,0.0008499021641910076,0.00024241520441137254,0.00039665724034421146,0.000236833599046804,0.0017563921865075827,0.0004187496961094439
000373,C,0.7441644668579102,0.11844002455472946,0.0007186753209680319,0.0001390954275848344,0.00029275871929712594,0.00015596089360769838,0.001570508349686861,0.00025444154744036496
000375,C,0.706798791885376,0.13293659687042236,0.0008140496211126447,0.00019200737006030977,0.0004071537114214152,0.00019775547843892127,0.001627841149456799,0.00030765472911298275
000382,C,0.7055384516716003,0.1280861347913742,0.0007308179629035294,0.0001299054711125791,0.0003565913939382881,0.00015309962327592075,0.0014792713336646557,0.00024131694226525724
000389,C,0.6923923492431641,0.12698926031589508,0.0007470499258488417,0.0001610022154636681,0.00037674146005883813,0.0001558207004563883,0.001487666741013527,0.0003053911786992103
000396,C,0.719255805015564,0.14395013451576233,0.0008442793041467667,0.00022469925170298666,0.0004100559453945607,0.00023247121134772897,0.0017127260798588395,0.00036794523475691676
000403,C,0.7340846657752991,0.14098688960075378,0.0007333924295380712,0.00017967830353882164,0.0003353901265654713,0.00019442506891209632,0.00152939697727561,0.00030946085462346673
000413,C,0.7364803552627563,0.12325986474752426,0.0007778661092743278,0.0001934108295245096,0.00033631559927016497,0.00019331298244651407,0.0016609672456979752,0.00032493419712409377
000417,C,0.701229453086853,0.1415202021598816,0.0007453031139448285,0.00018982052279170603,0.0003511956019792706,0.0001956535706995055,0.0015335179632529616,0.0003502802283037454
000424,C,0.6989261507987976,0.13954010605812073,0.0009234940516762435,0.00024918041890487075,0.0004615717916749418,0.00024820517865009606,0.0018473382806405425,0.00040337012615054846
000429,C,0.6946450471878052,0.12020328640937805,0.0007756326231174171,0.00014005601406097412,0.0003830352798104286,0.0001674597879173234,0.001560827367939055,0.00020135572412982583
000437,C,0.7378038167953491,0.14020922780036926,0.0007820051396265626,0.00016809740918688476,0.00035894569009542465,0.00019043874635826796,0.0016281240386888385,0.0003001184668391943
000440,C,0.727982223033905,0.13175122439861298,0.0008123186999000609,0.00021050061332061887,0.00037507820525206625,0.0002169998042518273,0.001686799805611372,0.0003264093538746238
000442,C,0.7167543172836304,0.12211981415748596,0.0007890032138675451,0.00017995938833337277,0.00038141419645398855,0.0001789119851309806,0.0016041811322793365,0.00028907391242682934
000005,A,0.7396235466003418,0.1402740478515625,0.0008290388504974544,0.00020875247719231993,0.0003754522476810962,0.00022892563720233738,0.0017362118232995272,0.0003224504180252552
000012,A,0.7090699076652527,0.13606685400009155,0.0008120313286781311,0.00024742516689002514,0.00039389863377436996,0.00023283067275770009,0.001648296951316297,0.0003949751262553036
000014,A,0.7456498146057129,0.1385018676519394,0.0008166918996721506,0.0002369010471738875,0.00037543318467214704,0.00024386777658946812,0.0016992094460874796,0.0002963649167213589
000015,A,0.7281165719032288,0.12339485436677933,0.0007256006356328726,0.00015853071818128228,0.000336102006258443,0.00016503194638062268,0.0015045978361740708,0.00025795993860810995
000030,A,0.7068659663200378,0.1323157399892807,0.0008515127119608223,0.00018566411745268852,0.0004163026169408113,0.00020002585370093584,0.0017219331348314881,0.0003209539281670004
000033,A,0.7204680442810059,0.1331956535577774,0.0008713889983482659,0.00024469211348332465,0.000432493892731145,0.00026087992591783404,0.0017491793259978294,0.0003052146057598293
000034,A,0.7649713158607483,0.13129661977291107,0.0008083017310127616,0.00022362975869327784,0.0003569830150809139,0.0002377045020693913,0.0017109394539147615,0.0002978738339152187
000035,A,0.732613205909729,0.13513141870498657,0.0008256075670942664,0.00022080328199081123,0.00037510826950892806,0.00022223051928449422,0.0017266059294342995,0.00034107183455489576
000037,A,0.7252426147460938,0.1416649967432022,0.0008635813137516379,0.0002360357902944088,0.00041626213351264596,0.0002446571015752852,0.0017582196742296219,0.00032982201082631946
000039,A,0.7147542238235474,0.1325933039188385,0.000896595767699182,0.0002398961951257661,0.0004422109923325479,0.00024316298367921263,0.0018053656676784158,0.00033449652255512774
000044,A,0.7411221265792847,0.1289089471101761,0.0008007072028703988,0.00020856982155237347,0.0003627377445809543,0.00021656866010744125,0.0016766460612416267,0.0002837349020410329
000046,A,0.7057176232337952,0.12218952178955078,0.0008546262979507446,0.00020137117826379836,0.0004117432108614594,0.00019203311239834875,0.001740392530336976,0.0003954607527703047
000055,A,0.7658246159553528,0.14427410066127777,0.0007365958881564438,0.0002005000424105674,0.00031004357151687145,0.00020668207434937358,0.0015897005796432495,0.00033941800938919187
000060,A,0.7554989457130432,0.13908955454826355,0.0007602607365697622,0.00021735057816840708,0.00033695856109261513,0.00022225080465432256,0.0016068648546934128,0.0003201765357516706
000061,A,0.7369088530540466,0.14248770475387573,0.0007663904689252377,0.0002069188340101391,0.0003571936103980988,0.000214199346373789,0.0015847842441871762,0.0003270066517870873
000064,A,0.7161454558372498,0.132784903049469,0.0007158275693655014,0.0001545860868645832,0.0003290012537036091,0.00016074177983682603,0.001489480258896947,0.0003044566255994141
000066,A,0.7498849034309387,0.12961964309215546,0.0008544461452402174,0.00028217086219228804,0.0003950328682549298,0.0002623824111651629,0.0017732726410031319,0.00042036600643768907
000070,A,0.742729127407074,0.1323750913143158,0.0008109084446914494,0.0002061137493001297,0.0003678545472212136,0.00020916883659083396,0.0016970161814242601,0.0003244992985855788
000080,A,0.7092800736427307,0.12495550513267517,0.0007994698826223612,0.0001959584915312007,0.0003939440648537129,0.00019436341244727373,0.0016105215763673186,0.0003105053910985589
000089,A,0.7560802698135376,0.13735005259513855,0.0007803451153449714,0.0002049769536824897,0.0003419996937736869,0.00020732251869048923,0.0016570361331105232,0.00035459690843708813
000091,A,0.6837355494499207,0.12629297375679016,0.0007918180199339986,0.0002072148199658841,0.00040954237920232117,0.00020292188855819404,0.0015563692431896925,0.0003069341473747045
000092,A,0.6844806671142578,0.12570282816886902,0.0008099924307316542,0.00019751221407204866,0.0004160362877883017,0.0002017608203459531,0.001597904716618359,0.00028360550641082227
000095,A,0.7201617360115051,0.13957704603672028,0.0008311085402965546,0.0002524502342566848,0.0003662813687697053,0.0002422450779704377,0.001760762999765575,0.0004098320205230266
000098,A,0.7274488806724548,0.1324099898338318,0.0008297991007566452,0.00016859521565493196,0.00038953564944677055,0.00019102288933936507,0.0017103260615840554,0.0002877797815017402
000103,A,0.6942238211631775,0.13190363347530365,0.0007965598488226533,0.0002476371009834111,0.0004149252490606159,0.00023150566266849637,0.0015598287573084235,0.0003580413176678121
000110,A,0.7148714065551758,0.13686558604240417,0.0007908596890047193,0.00019233264902140945,0.0003733213525265455,0.00019800884183496237,0.0016259363619610667,0.00035375001607462764
000121,A,0.7545456290245056,0.14469967782497406,0.000834858336020261,0.0002522837894503027,0.0003729957388713956,0.00025599749642424285,0.0017585837049409747,0.00036727701080963016
000283,A,0.696017324924469,0.12420586496591568,0.0007664012373425066,0.00018509839719627053,0.0003453181707300246,0.0001847718085628003,0.0016085675451904535,0.00031454628333449364
000290,A,0.6929183006286621,0.12363556027412415,0.0009014324168674648,0.00023613477242179215,0.000460451323306188,0.00022875278955325484,0.0017833946039900184,0.0003353246720507741
000292,A,0.7047016024589539,0.11887620389461517,0.0008250648970715702,0.00018687841657083482,0.00040599677595309913,0.0001779188314685598,0.001663201255723834,0.0003190129646100104
000377,A,0.6789919137954712,0.14950522780418396,0.0008231474203057587,0.00018811356858350337,0.00042680895421653986,0.0002101828868035227,0.0016158244106918573,0.0002963717852253467
000391,A,0.722017765045166,0.12329728901386261,0.0007859647739678621,0.00024015206145122647,0.0003755795769393444,0.0002212523395428434,0.001606734935194254,0.00035324678174220026
000400,A,0.7031332850456238,0.1325429081916809,0.0007703249575570226,0.00021134893177077174,0.00037768168840557337,0.00021210242994129658,0.0015556112630292773,0.00032362225465476513
000420,A,0.7037105560302734,0.1422635167837143,0.0008068826864473522,0.00022837077267467976,0.00040632818127050996,0.00022695724328514189,0.0016079915221780539,0.0003546317166183144
000426,A,0.7900599837303162,0.13721756637096405,0.0007643229910172522,0.00020507753652054816,0.0003012061060871929,0.00022130216530058533,0.0016905567608773708,0.0002940440608654171
000431,A,0.7103126645088196,0.1236458569765091,0.0008351994911208749,0.0001577666844241321,0.00040188265847973526,0.00018222493235953152,0.001701833214610815,0.0002653385163284838
000448,A,0.7415791153907776,0.12778101861476898,0.0007381941541098058,0.00016977846098598093,0.0003337574889883399,0.0001811715919757262,0.0015470674261450768,0.00025848759105429053
000456,A,0.730984091758728,0.13654235005378723,0.0008082101703621447,0.00019080877245869488,0.0003755637153517455,0.00020659221627283841,0.0016735027311369777,0.0002753369917627424
000006,J,0.7589980363845825,0.14433692395687103,0.0008715175790712237,0.00021837392705492675,0.00037911624531261623,0.000244145339820534,0.0018563201883807778,0.00034227155265398324
000009,J,0.7378599047660828,0.14911989867687225,0.000760732451453805,0.00018977194849867374,0.00033721307408995926,0.00021133424888830632,0.0016077712643891573,0.0002886001893784851
000020,J,0.7585964798927307,0.1478826403617859,0.0008935530786402524,0.00028084375662729144,0.00039164614281617105,0.00029307667864486575,0.0018973668338730931,0.000338925194228068
000021,J,0.7725635766983032,0.15080596506595612,0.0008814308675937355,0.00032825060770846903,0.00038480496732518077,0.0003166889655403793,0.001874682493507862,0.00043350658961571753
000048,J,0.6979747414588928,0.12209927290678024,0.0008216634741984308,0.00022554417955689132,0.00041600430267862976,0.00020848875283263624,0.0016329818172380328,0.00035706936614587903
000057,J,0.70152747631073,0.12317047268152237,0.000762217678129673,0.00018305117555428296,0.00036744182580150664,0.00017927109729498625,0.0015517694409936666,0.0002866516006179154
000068,J,0.6965180039405823,0.13079291582107544,0.0008513544453307986,0.00021913506498094648,0.00043194074532948434,0.00022229937894735485,0.00169018201995641,0.00032196808024309576
000083,J,0.7331526875495911,0.15157906711101532,0.000830935372505337,0.00025886372895911336,0.000391159177524969,0.00026057983632199466,0.0017104878788813949,0.0003775650984607637
000085,J,0.7018002271652222,0.13306495547294617,0.0007337444694712758,0.00021784035197924823,0.00037472342955879867,0.00021075693075545132,0.0014517864910885692,0.00030634665745310485
000090,J,0.7045602798461914,0.11338460445404053,0.0007581127574667335,0.00015812483616173267,0.00037935280124656856,0.0001573390036355704,0.0015156324952840805,0.0002655622083693743
000102,J,0.7142434120178223,0.12861548364162445,0.0008153401431627572,0.00020404232782311738,0.00039877070230431855,0.00020106809097342193,0.0016484789084643126,0.00033703973167575896
000104,J,0.6689001321792603,0.12237110733985901,0.0008162243757396936,0.00015302558313123882,0.0004226050223223865,0.00016888175741769373,0.001603462966158986,0.00022645006538368762
000107,J,0.7240881323814392,0.13382664322853088,0.0007596208597533405,0.00017736773588694632,0.0003480411251075566,0.00019426648213993758,0.001582780503667891,0.00028165860567241907
000108,J,0.7235522866249084,0.1417005956172943,0.0007765155751258135,0.00020124261209275573,0.00036785469274036586,0.00020453125762287527,0.0015938372816890478,0.0003436136757954955
000114,J,0.7613551616668701,0.1238684207201004,0.0007805055938661098,0.00017698305600788444,0.00033751814044080675,0.0001875161105999723,0.0016664803260937333,0.00025553241721354425
000115,J,0.7731219530105591,0.1134563609957695,0.0007544961990788579,0.0001480788632761687,0.00031059133470989764,0.0001618043170310557,0.0016423058696091175,0.0002530139754526317
000123,J,0.715928316116333,0.12641498446464539,0.0008069711038842797,0.0001942491071531549,0.0003879300784319639,0.00019802617316599935,0.0016450531547889113,0.0002866042486857623
000273,J,0.7577698826789856,0.13649378716945648,0.0008213531691581011,0.0002009962045121938,0.0003575310402084142,0.00021620150073431432,0.001748997368849814,0.00030347134452313185
000277,J,0.7054705619812012,0.12893518805503845,0.0008238106383942068,0.0001632546482142061,0.00040162642835639417,0.0001830080000218004,0.001668179058469832,0.00026571014313958585
000281,J,0.7257792353630066,0.1329755336046219,0.000837608880829066,0.00021304130495991558,0.00038466291152872145,0.000226082862354815,0.001743500935845077,0.0003160204505547881
000282,J,0.6977428197860718,0.13531048595905304,0.0008608649368397892,0.0002603579487185925,0.00042954651871696115,0.00024335792113561183,0.0017235017148777843,0.00041268274071626365
000284,J,0.7225715517997742,0.10732551664113998,0.0008390464936383069,0.00015572627307847142,0.00036323617678135633,0.00016505179519299418,0.001790667069144547,0.0002642018662299961
000285,J,0.6897409558296204,0.12066333740949631,0.0007689743652008474,0.00015542701294180006,0.00039040009141899645,0.00016048031102400273,0.0015261229127645493,0.0002718061732593924
000286,J,0.7068957686424255,0.14087632298469543,0.0008975483942776918,0.00024201688938774168,0.0004497926274780184,0.0002465280413161963,0.0017930598696693778,0.00034275068901479244
000287,J,0.7386826872825623,0.13536055386066437,0.0008404806139878929,0.00023941310064401478,0.00038729512016288936,0.00023090187460184097,0.0017468517180532217,0.00036858025123365223
000288,J,0.7412685751914978,0.12682540714740753,0.0007828171364963055,0.00017007385031320155,0.0003229265857953578,0.00019076834723819047,0.001702598063275218,0.0003071758837904781
000289,J,0.7126807570457458,0.1434110701084137,0.0009865292813628912,0.0003080675669480115,0.00046730609028600156,0.000305245746858418,0.002024975372478366,0.0004430438275448978
000291,J,0.7375472187995911,0.13164715468883514,0.0008210766245611012,0.00021693011512979865,0.00037370467907749116,0.0002106779720634222,0.0017158205155283213,0.0003908818762283772
000293,J,0.7227048873901367,0.1314922273159027,0.0008477816008962691,0.00017438465147279203,0.00039471223135478795,0.00019761525618378073,0.0017539204563945532,0.00028551905415952206
000294,J,0.7207739949226379,0.14175763726234436,0.0008660829626023769,0.00022775292745791376,0.00041513104224577546,0.00023219839204102755,0.0017679865704849362,0.00036805684794671834
000295,J,0.7309964895248413,0.14102794229984283,0.0009121801122091711,0.00026069325394928455,0.00041844756924547255,0.0002646390930749476,0.001899645198136568,0.0003809387853834778
000296,J,0.7228221893310547,0.1468527466058731,0.0008997840923257172,0.0002256549778394401,0.0004326626949477941,0.00024340359959751368,0.0018340267706662416,0.0003263762919232249
000297,J,0.6971986889839172,0.1301109492778778,0.0008756569586694241,0.0002240362373413518,0.0004413182905409485,0.00021682129590772092,0.001744334353134036,0.0003681932284962386
000301,J,0.7229008674621582,0.1261262446641922,0.0008456391515210271,0.00022610329324379563,0.00039324842509813607,0.00021971431851852685,0.0017504205461591482,0.00034698459785431623
000302,J,0.7182196378707886,0.1332007795572281,0.0007657161331735551,0.00020242684695404023,0.00036715815076604486,0.00019607690046541393,0.0015628320397809148,0.00033048997283913195
000307,J,0.7304019927978516,0.12117359787225723,0.0008738900651223958,0.0002201808092650026,0.0003778759855777025,0.00023084883287083358,0.0018659179331734776,0.00032620978890918195
000308,J,0.731876015663147,0.13249950110912323,0.0007632295018993318,0.00017648535140324384,0.00035869135172106326,0.0001863491052063182,0.001572305802255869,0.0003041005111299455
000312,J,0.7172313332557678,0.12608328461647034,0.0008066586451604962,0.00019689435430336744,0.0003920105518773198,0.00018848193576559424,0.001635954831726849,0.00034306480665691197
000314,J,0.7053639888763428,0.13100439310073853,0.0008262662449851632,0.00023050676099956036,0.0004173732013441622,0.0002300406340509653,0.0016440522158518434,0.0003295197675470263
000323,J,0.7094619274139404,0.13118648529052734,0.0007991323946043849,0.00017731542175170034,0.00039153097895905375,0.00018975681450683624,0.0016143351094797254,0.00028320454293861985
000325,J,0.7211153507232666,0.12200602144002914,0.0008219859446398914,0.00019827534561045468,0.00039072305662557483,0.00020269356900826097,0.001684512128122151,0.00028924428625032306
000333,J,0.7499422430992126,0.13875600695610046,0.0009139758767560124,0.00025130112771876156,0.00040551312849856913,0.0002539979468565434,0.00193090143147856,0.0004221939598210156
000348,J,0.7144837975502014,0.13183294236660004,0.000772523635532707,0.00017687950457911938,0.0003800715203396976,0.00018845430167857558,0.0015574279241263866,0.0002633946423884481
000357,J,0.719349205493927,0.1434323936700821,0.0007735684048384428,0.00020539472461678088,0.0003750986070372164,0.00021010298223700374,0.001570508349686861,0.0003215493052266538
000361,J,0.7252857685089111,0.13100850582122803,0.0007922571967355907,0.00023891775344964117,0.00038324628258123994,0.0002272496494697407,0.0016102793160825968,0.0003602831275202334
000365,J,0.7113346457481384,0.12695857882499695,0.0007712415535934269,0.00015497731510549784,0.00036522504524327815,0.0001687086623860523,0.0015832744538784027,0.0002900019462686032
000369,J,0.7238193154335022,0.12043929845094681,0.0007964043761603534,0.00015588376845698804,0.000366315187420696,0.00017109642794821411,0.0016565828118473291,0.0002725587401073426
000371,J,0.7601679563522339,0.12592609226703644,0.000821668014395982,0.00021349354938138276,0.00034904302447102964,0.00020966092415619642,0.001766917877830565,0.00035686971386894584
000374,J,0.719302237033844,0.13342180848121643,0.0007286302279680967,0.00023783897631801665,0.0003285064594820142,0.00020894064800813794,0.0015288777649402618,0.00039475856465287507
000380,J,0.7174823880195618,0.13267454504966736,0.0007782112224958837,0.0001766245113685727,0.00036651623668149114,0.0001726310874801129,0.001601601135917008,0.0003666484262794256
000381,J,0.7182971239089966,0.12509754300117493,0.0007678886177018285,0.00013995908375363797,0.0003623198426794261,0.00016200653044506907,0.0015790262259542942,0.0002401270903646946
000383,J,0.7416300177574158,0.11600586771965027,0.000764276715926826,0.00015508181240875274,0.00034284134744666517,0.00015703070675954223,0.0016071473946794868,0.0002801203227136284
000385,J,0.7018803954124451,0.1255253553390503,0.0008212497341446579,0.00017109348846133798,0.00040873370016925037,0.00018622404604684561,0.0016462819185107946,0.0002741294156294316
000387,J,0.7668558359146118,0.12930850684642792,0.0007721050642430782,0.00020612294611055404,0.00032918245415203273,0.00020442668756004423,0.0016579503426328301,0.00034393073292449117
000398,J,0.7233816385269165,0.1330261528491974,0.0007649008184671402,0.00018177911988459527,0.00036135868867859244,0.00018379955145064741,0.0015719849616289139,0.0003224271640647203
000411,J,0.7154852151870728,0.12739135324954987,0.0008011672180145979,0.00021205403027124703,0.0003849538043141365,0.0002198785514337942,0.0016335939290001988,0.00031481782207265496
000425,J,0.7031043171882629,0.13647055625915527,0.0009664347162470222,0.0002793271851260215,0.00048572002560831606,0.00027425988810136914,0.0019278639229014516,0.0004074395983479917
000428,J,0.7361384034156799,0.12188474833965302,0.0008073007920756936,0.00017748700338415802,0.00037009952939115465,0.00018295174231752753,0.0016817033756524324,0.00029922815156169236
000430,J,0.7235522866249084,0.1417005956172943,0.0007765155751258135,0.00020124261209275573,0.00036785469274036586,0.00020453125762287527,0.0015938372816890478,0.0003436136757954955
000436,J,0.6954124569892883,0.13768284022808075,0.0008168511558324099,0.00018792730406858027,0.00041970188613049686,0.00020269934611860663,0.0016111495206132531,0.0002913991629611701
000443,J,0.731052041053772,0.13157835602760315,0.0008188169449567795,0.00021379580721259117,0.00036989484215155244,0.00022097351029515266,0.0017166612669825554,0.00031487413798458874
000467,J,0.7092756032943726,0.13366848230361938,0.0008198120049200952,0.00021416785602923483,0.00039915196248330176,0.00020811152353417128,0.0016611318569630384,0.00037858003634028137
